file_name,block_name,variant,avg_color_srgb,avg_color_linear,category,family,material,is_transparent,is_solid,detail_form,detail_flammable,detail_interactive
bamboo_small_leaves.png,Bamboo Small Leaves,base,"(23, 36, 8)","(1, 3, 0)",wood,bamboo,wood,False,True,block,True,False
bamboo_stage0.png,Bamboo Stage0,base,"(19, 19, 7)","(0, 0, 0)",wood,bamboo,wood,False,True,block,True,False
bamboo_stalk.png,Bamboo Stalk,base,"(93, 144, 19)","(27, 72, 0)",wood,bamboo,wood,False,True,block,True,False
bamboo_trapdoor.png,Bamboo Trapdoor,base,"(164, 148, 70)","(96, 77, 14)",wood,bamboo,wood,False,True,trapdoor,True,True
barrel_bottom.png,Barrel,bottom,"(115, 85, 48)","(44, 22, 6)",storage,storage,wood,False,True,block,False,True
barrel_side.png,Barrel,side,"(107, 81, 50)","(37, 20, 7)",storage,storage,wood,False,True,block,False,True
barrel_top.png,Barrel,top,"(134, 100, 58)","(61, 32, 9)",storage,storage,wood,False,True,block,False,True
barrel_top_open.png,Barrel Open,top,"(92, 67, 34)","(27, 13, 3)",storage,storage,wood,False,True,block,False,True
basalt_side.png,Basalt,side,"(73, 72, 77)","(16, 15, 18)",nether,basalt,stone,False,True,block,False,False
basalt_top.png,Basalt,top,"(80, 81, 86)","(19, 20, 23)",nether,basalt,stone,False,True,block,False,False
beacon.png,Beacon,base,"(117, 220, 215)","(45, 184, 175)",utility,utility,utility,False,True,block,False,False
bedrock.png,Bedrock,base,"(85, 85, 85)","(22, 22, 22)",utility,utility,utility,False,True,bed,False,True
bee_nest_bottom.png,Bee Nest,bottom,"(160, 127, 87)","(91, 55, 23)",other,other,other,False,True,block,False,False
bee_nest_front.png,Bee Nest,front,"(183, 141, 76)","(122, 69, 17)",other,other,other,False,True,block,False,False
bee_nest_front_honey.png,Bee Nest Honey,front,"(194, 151, 75)","(139, 80, 17)",other,other,other,False,True,block,False,False
bee_nest_side.png,Bee Nest,side,"(196, 150, 77)","(142, 79, 18)",other,other,other,False,True,block,False,False
bee_nest_top.png,Bee Nest,top,"(202, 160, 74)","(152, 91, 16)",other,other,other,False,True,block,False,False
beehive_end.png,Beehive End,base,"(180, 146, 90)","(118, 74, 25)",other,other,other,False,True,block,False,False
beehive_front.png,Beehive,front,"(159, 128, 77)","(90, 55, 18)",other,other,other,False,True,block,False,False
beehive_front_honey.png,Beehive Honey,front,"(167, 131, 74)","(100, 58, 16)",other,other,other,False,True,block,False,False
beehive_side.png,Beehive,side,"(157, 126, 75)","(87, 54, 17)",other,other,other,False,True,block,False,False
beetroots_stage0.png,Beetroots Stage0,base,"(3, 8, 2)","(0, 0, 0)",plant,plant,plant,False,True,block,True,False
beetroots_stage1.png,Beetroots Stage1,base,"(7, 16, 4)","(0, 0, 0)",plant,plant,plant,False,True,block,True,False
beetroots_stage2.png,Beetroots Stage2,base,"(23, 44, 13)","(1, 5, 0)",plant,plant,plant,False,True,block,True,False
beetroots_stage3.png,Beetroots Stage3,base,"(42, 41, 13)","(4, 4, 0)",plant,plant,plant,False,True,block,True,False
bell_bottom.png,Bell,bottom,"(47, 37, 10)","(6, 3, 0)",other,other,other,False,True,block,False,False
bell_side.png,Bell,side,"(57, 51, 21)","(9, 7, 1)",other,other,other,False,True,block,False,False
bell_top.png,Bell,top,"(63, 58, 27)","(11, 9, 1)",other,other,other,False,True,block,False,False
big_dripleaf_side.png,Big Dripleaf,side,"(0, 1, 0)","(0, 0, 0)",other,other,other,False,True,block,False,False
big_dripleaf_stem.png,Big Dripleaf Stem,base,"(29, 37, 15)","(2, 3, 0)",wood,wood,wood,False,True,pillar,True,False
big_dripleaf_tip.png,Big Dripleaf Tip,base,"(15, 19, 7)","(0, 0, 0)",other,other,other,False,True,block,False,False
big_dripleaf_top.png,Big Dripleaf,top,"(101, 128, 46)","(33, 55, 5)",other,other,other,False,True,block,False,False
birch_door_bottom.png,Birch Door,bottom,"(208, 194, 144)","(162, 139, 72)",wood,birch,wood,False,True,door,True,True
birch_door_top.png,Birch Door,top,"(220, 209, 176)","(184, 164, 112)",wood,birch,wood,False,True,door,True,True
birch_leaves.png,Birch Leaves,base,"(73, 72, 73)","(16, 15, 16)",wood,birch,wood,False,True,block,True,False
birch_log.png,Birch Log,base,"(216, 215, 210)","(176, 175, 166)",wood,birch,wood,False,True,pillar,True,False
birch_log_top.png,Birch Log,top,"(193, 179, 135)","(138, 117, 62)",wood,birch,wood,False,True,pillar,True,False
birch_planks.png,Birch Planks,base,"(192, 175, 121)","(136, 111, 49)",wood,birch,wood,False,True,block,True,False
birch_sapling.png,Birch Sapling,base,"(48, 61, 30)","(6, 10, 2)",wood,birch,wood,False,True,block,True,False
birch_trapdoor.png,Birch Trapdoor,base,"(207, 194, 157)","(161, 139, 87)",wood,birch,wood,False,True,trapdoor,True,True
black_candle.png,Black Candle,base,"(3, 3, 4)","(0, 0, 0)",light,light,light,False,True,block,False,False
black_candle_lit.png,Black Candle Lit,base,"(6, 3, 4)","(0, 0, 0)",light,light,light,False,True,block,False,False
black_concrete.png,Black Concrete,base,"(8, 10, 15)","(0, 0, 0)",decoration,decoration,decor,False,True,block,False,False
black_concrete_powder.png,Black Concrete Powder,base,"(25, 26, 31)","(1, 1, 2)",decoration,decoration,decor,False,True,block,False,False
black_glazed_terracotta.png,Black Glazed Terracotta,base,"(67, 30, 32)","(13, 2, 2)",stone,stone,stone,False,True,block,False,False
black_shulker_box.png,Black Shulker Box,base,"(25, 25, 29)","(1, 1, 2)",storage,storage,shulker,False,True,block,False,True
black_stained_glass.png,Black Stained Glass,base,"(25, 25, 25)","(1, 1, 1)",glass,glass,glass,True,True,block,False,False
black_stained_glass_pane_top.png,Black Stained Glass Pane,top,"(3, 3, 3)","(0, 0, 0)",glass,glass,glass,True,True,pane,False,False
black_terracotta.png,Black Terracotta,base,"(37, 22, 16)","(3, 1, 0)",stone,stone,stone,False,True,block,False,False
black_wool.png,Black Wool,base,"(20, 21, 25)","(0, 1, 1)",decoration,decoration,decor,False,True,block,True,False
blackstone.png,Blackstone,base,"(42, 35, 40)","(4, 3, 4)",nether,blackstone,stone,False,True,block,False,False
blackstone_top.png,Blackstone,top,"(42, 36, 41)","(4, 3, 4)",nether,blackstone,stone,False,True,block,False,False
blast_furnace_front.png,Blast Furnace,front,"(107, 107, 107)","(37, 37, 37)",functional,functional,mixed,False,True,block,False,True
blast_furnace_front_on.png,Blast Furnace,front,"(115, 110, 105)","(44, 40, 36)",functional,functional,mixed,False,True,block,False,True
blast_furnace_side.png,Blast Furnace,side,"(107, 107, 107)","(37, 37, 37)",functional,functional,mixed,False,True,block,False,True
blast_furnace_top.png,Blast Furnace,top,"(80, 80, 81)","(19, 19, 20)",functional,functional,mixed,False,True,block,False,True
blue_candle.png,Blue Candle,base,"(4, 6, 13)","(0, 0, 0)",light,light,light,False,True,block,False,False
blue_candle_lit.png,Blue Candle Lit,base,"(5, 6, 14)","(0, 0, 0)",light,light,light,False,True,block,False,False
blue_concrete.png,Blue Concrete,base,"(44, 46, 143)","(5, 5, 71)",decoration,decoration,decor,False,True,block,False,False
blue_concrete_powder.png,Blue Concrete Powder,base,"(70, 73, 166)","(14, 16, 99)",decoration,decoration,decor,False,True,block,False,False
blue_glazed_terracotta.png,Blue Glazed Terracotta,base,"(47, 64, 139)","(6, 12, 67)",stone,stone,stone,False,True,block,False,False
blue_ice.png,Blue Ice,base,"(116, 167, 253)","(45, 100, 250)",other,other,other,False,True,block,False,False
blue_orchid.png,Blue Orchid,base,"(8, 27, 28)","(0, 1, 1)",other,other,other,False,True,block,False,False
blue_shulker_box.png,Blue Shulker Box,base,"(43, 45, 140)","(5, 5, 68)",storage,storage,shulker,False,True,block,False,True
blue_stained_glass.png,Blue Stained Glass,base,"(51, 76, 178)","(7, 17, 115)",glass,glass,glass,True,True,block,False,False
blue_stained_glass_pane_top.png,Blue Stained Glass Pane,top,"(6, 9, 21)","(0, 0, 1)",glass,glass,glass,True,True,pane,False,False
blue_terracotta.png,Blue Terracotta,base,"(74, 59, 91)","(16, 10, 26)",stone,stone,stone,False,True,block,False,False
blue_wool.png,Blue Wool,base,"(53, 57, 157)","(8, 9, 87)",decoration,decoration,decor,False,True,block,True,False
bone_block_side.png,Bone Block,side,"(229, 225, 207)","(201, 193, 161)",other,other,other,False,True,block,False,False
bone_block_top.png,Bone Block,top,"(209, 206, 179)","(164, 159, 117)",other,other,other,False,True,block,False,False
bookshelf.png,Bookshelf,base,"(117, 94, 59)","(45, 28, 10)",utility,utility,utility,False,True,block,False,False
brain_coral.png,Brain Coral,base,"(86, 37, 66)","(23, 3, 13)",other,other,other,False,True,block,False,False
brain_coral_block.png,Brain Coral Block,base,"(207, 91, 159)","(161, 26, 90)",other,other,other,False,True,block,False,False
brain_coral_fan.png,Brain Coral Fan,base,"(75, 31, 57)","(17, 2, 9)",other,other,other,False,True,block,False,False
brewing_stand.png,Brewing Stand,base,"(61, 51, 41)","(10, 7, 4)",functional,functional,mixed,False,True,block,False,True
brewing_stand_base.png,Brewing Stand Base,base,"(116, 105, 105)","(45, 36, 36)",functional,functional,mixed,False,True,block,False,True
bricks.png,Bricks,base,"(150, 97, 83)","(79, 30, 21)",stone,stone,stone,False,True,block,False,False
brown_candle.png,Brown Candle,base,"(9, 5, 3)","(0, 0, 0)",light,light,light,False,True,block,False,False
brown_candle_lit.png,Brown Candle Lit,base,"(12, 7, 4)","(0, 0, 0)",light,light,light,False,True,block,False,False
brown_concrete.png,Brown Concrete,base,"(96, 59, 31)","(29, 10, 2)",decoration,decoration,decor,False,True,block,False,False
brown_concrete_powder.png,Brown Concrete Powder,base,"(125, 84, 53)","(53, 22, 8)",decoration,decoration,decor,False,True,block,False,False
brown_glazed_terracotta.png,Brown Glazed Terracotta,base,"(119, 106, 85)","(47, 36, 22)",stone,stone,stone,False,True,block,False,False
brown_mushroom.png,Brown Mushroom,base,"(20, 15, 12)","(0, 0, 0)",plant,plant,plant,False,True,block,True,False
brown_mushroom_block.png,Brown Mushroom Block,base,"(149, 111, 81)","(78, 40, 20)",plant,plant,plant,False,True,block,True,False
brown_shulker_box.png,Brown Shulker Box,base,"(106, 66, 35)","(36, 13, 3)",storage,storage,shulker,False,True,block,False,True
brown_stained_glass.png,Brown Stained Glass,base,"(102, 76, 51)","(33, 17, 7)",glass,glass,glass,True,True,block,False,False
brown_stained_glass_pane_top.png,Brown Stained Glass Pane,top,"(12, 9, 6)","(0, 0, 0)",glass,glass,glass,True,True,pane,False,False
brown_terracotta.png,Brown Terracotta,base,"(77, 51, 35)","(18, 7, 3)",stone,stone,stone,False,True,block,False,False
brown_wool.png,Brown Wool,base,"(114, 71, 40)","(43, 15, 4)",decoration,decoration,decor,False,True,block,True,False
bubble_coral.png,Bubble Coral,base,"(83, 12, 82)","(21, 0, 21)",other,other,other,False,True,block,False,False
bubble_coral_block.png,Bubble Coral Block,base,"(165, 26, 162)","(97, 1, 93)",other,other,other,False,True,block,False,False
bubble_coral_fan.png,Bubble Coral Fan,base,"(70, 14, 69)","(14, 0, 14)",other,other,other,False,True,block,False,False
budding_amethyst.png,Budding Amethyst,base,"(132, 96, 186)","(59, 29, 127)",stone,amethyst,stone,False,True,block,False,False
bush.png,Bush,base,"(59, 59, 59)","(10, 10, 10)",other,other,other,False,True,block,False,False
cactus_bottom.png,Cactus,bottom,"(109, 130, 65)","(39, 57, 12)",plant,plant,plant,False,True,block,True,False
cactus_flower.png,Cactus Flower,base,"(75, 43, 48)","(17, 5, 6)",plant,plant,plant,False,True,block,True,False
cactus_side.png,Cactus,side,"(78, 115, 40)","(18, 44, 4)",plant,plant,plant,False,True,block,True,False
cactus_top.png,Cactus,top,"(65, 97, 33)","(12, 30, 2)",plant,plant,plant,False,True,block,True,False
cake_bottom.png,Cake,bottom,"(102, 47, 24)","(33, 6, 1)",other,other,other,False,True,block,False,False
cake_inner.png,Cake Inner,base,"(58, 37, 26)","(9, 3, 1)",other,other,other,False,True,block,False,False
cake_side.png,Cake,side,"(88, 66, 53)","(24, 13, 8)",other,other,other,False,True,block,False,False
cake_top.png,Cake,top,"(189, 170, 164)","(131, 104, 96)",other,other,other,False,True,block,False,False
calcite.png,Calcite,base,"(223, 224, 220)","(189, 191, 184)",stone,calcite,stone,False,True,block,False,False
calibrated_sculk_sensor_amethyst.png,Calibrated Sculk Sensor Amethyst,base,"(49, 40, 56)","(6, 4, 9)",stone,amethyst,stone,False,True,block,False,False
calibrated_sculk_sensor_input_side.png,Calibrated Sculk Sensor Input,side,"(29, 34, 50)","(2, 3, 7)",redstone,redstone,redstone,False,True,block,False,False
calibrated_sculk_sensor_top.png,Calibrated Sculk Sensor,top,"(27, 79, 100)","(1, 19, 32)",redstone,redstone,redstone,False,True,block,False,False
campfire_fire.png,Campfire Fire,base,"(106, 77, 28)","(36, 18, 1)",light,light,light,False,True,block,False,False
campfire_log.png,Campfire Log,base,"(64, 60, 54)","(12, 10, 8)",wood,wood,wood,False,True,pillar,True,False
campfire_log_lit.png,Campfire Log Lit,base,"(110, 88, 54)","(40, 24, 8)",wood,wood,wood,False,True,pillar,True,False
candle.png,Candle,base,"(19, 16, 12)","(0, 0, 0)",light,light,light,False,True,block,False,False
candle_lit.png,Candle Lit,base,"(19, 17, 14)","(0, 0, 0)",light,light,light,False,True,block,False,False
carrots_stage0.png,Carrots Stage0,base,"(2, 7, 2)","(0, 0, 0)",other,other,other,False,True,block,False,False
carrots_stage1.png,Carrots Stage1,base,"(8, 19, 6)","(0, 0, 0)",other,other,other,False,True,block,False,False
carrots_stage2.png,Carrots Stage2,base,"(18, 36, 12)","(0, 3, 0)",other,other,other,False,True,block,False,False
carrots_stage3.png,Carrots Stage3,base,"(35, 53, 16)","(3, 8, 0)",other,other,other,False,True,block,False,False
cartography_table_side1.png,Cartography Table Side1,side,"(70, 50, 34)","(14, 7, 3)",functional,functional,mixed,False,True,block,False,True
cartography_table_side2.png,Cartography Table Side2,side,"(81, 61, 42)","(20, 10, 4)",functional,functional,mixed,False,True,block,False,True
cartography_table_side3.png,Cartography Table Side3,side,"(67, 43, 20)","(13, 5, 0)",functional,functional,mixed,False,True,block,False,True
cartography_table_top.png,Cartography Table,top,"(103, 87, 67)","(34, 23, 13)",functional,functional,mixed,False,True,block,False,True
carved_pumpkin.png,Carved Pumpkin,base,"(150, 84, 17)","(79, 22, 0)",other,other,other,False,True,block,False,False
cauldron_bottom.png,Cauldron,bottom,"(13, 13, 14)","(0, 0, 0)",other,other,other,False,True,block,False,False
cauldron_inner.png,Cauldron Inner,base,"(49, 49, 53)","(6, 6, 8)",other,other,other,False,True,block,False,False
cauldron_side.png,Cauldron,side,"(74, 73, 74)","(16, 16, 16)",other,other,other,False,True,block,False,False
cauldron_top.png,Cauldron,top,"(44, 44, 45)","(5, 5, 5)",other,other,other,False,True,block,False,False
cave_vines.png,Cave Vines,base,"(50, 61, 22)","(7, 10, 1)",plant,plant,plant,False,True,block,True,False
cave_vines_lit.png,Cave Vines Lit,base,"(61, 65, 24)","(10, 12, 1)",plant,plant,plant,False,True,block,True,False
cave_vines_plant.png,Cave Vines Plant,base,"(49, 57, 21)","(6, 9, 1)",plant,plant,plant,False,True,block,True,False
cave_vines_plant_lit.png,Cave Vines Plant Lit,base,"(65, 67, 25)","(12, 13, 1)",plant,plant,plant,False,True,block,True,False
chain.png,Chain,base,"(11, 12, 16)","(0, 0, 0)",metal,metal,metal,False,True,block,False,False
chain_command_block_back.png,Chain Command Block,back,"(130, 157, 145)","(57, 87, 73)",metal,metal,metal,False,True,block,False,False
chain_command_block_conditional.png,Chain Command Block Conditional,base,"(129, 161, 147)","(56, 92, 75)",metal,metal,metal,False,True,block,False,False
chain_command_block_front.png,Chain Command Block,front,"(132, 165, 150)","(59, 97, 79)",metal,metal,metal,False,True,block,False,False
chain_command_block_side.png,Chain Command Block,side,"(131, 161, 147)","(58, 92, 75)",metal,metal,metal,False,True,block,False,False
cherry_door_bottom.png,Cherry Door,bottom,"(223, 174, 168)","(189, 109, 101)",wood,cherry,wood,False,True,door,True,True
cherry_door_top.png,Cherry Door,top,"(191, 146, 141)","(135, 74, 69)",wood,cherry,wood,False,True,door,True,True
cherry_leaves.png,Cherry Leaves,base,"(193, 145, 163)","(138, 73, 95)",wood,cherry,wood,False,True,block,True,False
cherry_log.png,Cherry Log,base,"(54, 33, 44)","(8, 2, 5)",wood,cherry,wood,False,True,pillar,True,False
cherry_log_top.png,Cherry Log,top,"(185, 141, 137)","(125, 69, 65)",wood,cherry,wood,False,True,pillar,True,False
cherry_planks.png,Cherry Planks,base,"(226, 178, 172)","(195, 115, 107)",wood,cherry,wood,False,True,block,True,False
cherry_sapling.png,Cherry Sapling,base,"(78, 56, 68)","(18, 9, 13)",wood,cherry,wood,False,True,block,True,False
cherry_trapdoor.png,Cherry Trapdoor,base,"(194, 153, 148)","(139, 82, 77)",wood,cherry,wood,False,True,trapdoor,True,True
chipped_anvil_top.png,Chipped Anvil,top,"(45, 45, 45)","(5, 5, 5)",functional,functional,mixed,False,True,block,False,True
chiseled_bookshelf_empty.png,Chiseled Bookshelf Empty,base,"(90, 70, 41)","(25, 14, 4)",utility,utility,utility,False,True,block,False,False
chiseled_bookshelf_occupied.png,Chiseled Bookshelf Occupied,base,"(121, 94, 69)","(49, 28, 14)",utility,utility,utility,False,True,block,False,False
chiseled_bookshelf_side.png,Chiseled Bookshelf,side,"(175, 141, 86)","(111, 69, 23)",utility,utility,utility,False,True,block,False,False
chiseled_bookshelf_top.png,Chiseled Bookshelf,top,"(178, 144, 88)","(115, 72, 24)",utility,utility,utility,False,True,block,False,False
chiseled_copper.png,Chiseled Copper,base,"(184, 100, 73)","(124, 32, 16)",metal,metal,metal,False,True,block,False,False
chiseled_deepslate.png,Chiseled Deepslate,base,"(54, 54, 54)","(8, 8, 8)",stone,deepslate,stone,False,True,block,False,False
chiseled_nether_bricks.png,Chiseled Nether Bricks,base,"(45, 22, 27)","(5, 1, 1)",nether,nether,stone,False,True,block,False,False
chiseled_polished_blackstone.png,Chiseled Polished Blackstone,base,"(53, 48, 56)","(8, 6, 9)",nether,blackstone,stone,False,True,block,False,False
chiseled_quartz_block.png,Chiseled Quartz Block,base,"(231, 226, 218)","(205, 195, 180)",nether,quartz,stone,False,True,block,False,False
chiseled_quartz_block_top.png,Chiseled Quartz Block,top,"(231, 226, 217)","(205, 195, 178)",nether,quartz,stone,False,True,block,False,False
chiseled_red_sandstone.png,Chiseled Red Sandstone,base,"(183, 96, 27)","(122, 29, 1)",stone,sandstone,stone,False,True,block,False,False
chiseled_resin_bricks.png,Chiseled Resin Bricks,base,"(200, 84, 24)","(149, 22, 1)",stone,stone,stone,False,True,block,False,False
chiseled_sandstone.png,Chiseled Sandstone,base,"(216, 202, 155)","(176, 152, 85)",stone,sandstone,stone,False,True,block,False,False
chiseled_stone_bricks.png,Chiseled Stone Bricks,base,"(119, 118, 119)","(47, 46, 47)",stone,stone,stone,False,True,block,False,False
chiseled_tuff.png,Chiseled Tuff,base,"(89, 94, 86)","(25, 28, 23)",stone,tuff,stone,False,True,block,False,False
chiseled_tuff_bricks.png,Chiseled Tuff Bricks,base,"(98, 103, 95)","(31, 34, 29)",stone,tuff,stone,False,True,block,False,False
chiseled_tuff_bricks_top.png,Chiseled Tuff Bricks,top,"(110, 113, 106)","(40, 42, 36)",stone,tuff,stone,False,True,block,False,False
chiseled_tuff_top.png,Chiseled Tuff,top,"(93, 98, 91)","(27, 31, 26)",stone,tuff,stone,False,True,block,False,False
chorus_flower.png,Chorus Flower,base,"(151, 120, 151)","(80, 48, 80)",end,end,stone,False,True,block,False,False
chorus_flower_dead.png,Chorus Flower Dead,base,"(96, 61, 94)","(29, 10, 28)",end,end,stone,False,True,block,False,False
chorus_plant.png,Chorus Plant,base,"(93, 57, 93)","(27, 9, 27)",end,end,stone,False,True,block,False,False
clay.png,Clay,base,"(160, 166, 179)","(91, 99, 117)",soil,soil,soil,False,True,block,False,False
closed_eyeblossom.png,Closed Eyeblossom,base,"(21, 19, 19)","(1, 0, 0)",other,other,other,False,True,block,False,False
coal_block.png,Coal Block,base,"(16, 15, 15)","(0, 0, 0)",other,other,other,False,True,block,False,False
coal_ore.png,Coal Ore,base,"(105, 105, 105)","(36, 36, 36)",ore,ore,ore,False,True,block,False,False
coarse_dirt.png,Coarse Dirt,base,"(119, 85, 59)","(47, 22, 10)",soil,soil,soil,False,True,block,False,False
cobbled_deepslate.png,Cobbled Deepslate,base,"(77, 77, 80)","(18, 18, 19)",stone,deepslate,stone,False,True,block,False,False
cobblestone.png,Cobblestone,base,"(127, 127, 127)","(55, 55, 55)",stone,stone,stone,False,True,block,False,False
cobweb.png,Cobweb,base,"(93, 95, 96)","(27, 29, 29)",other,other,other,False,True,block,False,False
cocoa_stage0.png,Cocoa Stage0,base,"(24, 24, 11)","(1, 1, 0)",other,other,other,False,True,block,False,False
cocoa_stage1.png,Cocoa Stage1,base,"(50, 38, 19)","(7, 3, 0)",other,other,other,False,True,block,False,False
cocoa_stage2.png,Cocoa Stage2,base,"(88, 52, 23)","(24, 7, 1)",other,other,other,False,True,block,False,False
command_block_back.png,Command Block,back,"(173, 131, 106)","(108, 58, 36)",other,other,other,False,True,block,False,False
command_block_conditional.png,Command Block Conditional,base,"(178, 133, 105)","(115, 60, 36)",other,other,other,False,True,block,False,False
command_block_front.png,Command Block,front,"(181, 136, 108)","(119, 63, 38)",other,other,other,False,True,block,False,False
command_block_side.png,Command Block,side,"(177, 133, 107)","(114, 60, 37)",other,other,other,False,True,block,False,False
comparator.png,Comparator,base,"(166, 161, 159)","(99, 92, 90)",redstone,redstone,redstone,False,True,block,False,False
comparator_on.png,Comparator,on,"(175, 160, 157)","(111, 91, 87)",redstone,redstone,redstone,False,True,block,False,False
composter_bottom.png,Composter,bottom,"(116, 71, 32)","(45, 15, 2)",other,other,other,False,True,block,False,False
composter_compost.png,Composter Compost,base,"(161, 146, 124)","(92, 74, 52)",other,other,other,False,True,block,False,False
composter_ready.png,Composter Ready,base,"(177, 163, 143)","(114, 95, 71)",other,other,other,False,True,block,False,False
composter_side.png,Composter,side,"(112, 70, 31)","(41, 14, 2)",other,other,other,False,True,block,False,False
composter_top.png,Composter,top,"(210, 186, 166)","(166, 127, 99)",other,other,other,False,True,block,False,False
conduit.png,Conduit,base,"(201, 190, 175)","(151, 133, 111)",utility,utility,utility,False,True,block,False,False
copper_block.png,Copper Block,base,"(192, 107, 79)","(136, 37, 19)",metal,metal,metal,False,True,block,False,False
copper_bulb.png,Copper Bulb,base,"(156, 86, 57)","(86, 23, 9)",metal,metal,metal,False,True,block,False,False
copper_bulb_lit.png,Copper Bulb Lit,base,"(215, 150, 106)","(175, 79, 36)",metal,metal,metal,False,True,block,False,False
copper_bulb_lit_powered.png,Copper Bulb Lit Powered,base,"(216, 149, 106)","(176, 78, 36)",metal,metal,metal,False,True,block,False,False
copper_bulb_powered.png,Copper Bulb Powered,base,"(156, 86, 57)","(86, 23, 9)",metal,metal,metal,False,True,block,False,False
